Number;EffectiveEndDate;MainDisciplineLevel1;CallTitle;OutputDataSetId
161270;2018-11-30;Mathematics, Natural- and Engineering Sciences;Ambizione 2015;NA
176284;2022-12-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2017 April Abt. 2;NA
149697;2018-03-31;Humanities and Social Sciences;Projektförderung 2013 ;NA
182378;2022-08-31;Humanities and Social Sciences;Projektförderung 2018 April Abt. 1;NA
162256;2018-06-30;Biology and Medicine;Early Postdoc.Mobility 2015;NA
175909;2021-03-31;Humanities and Social Sciences;Projektförderung 2017 April Abt. 1;B618D8AF-9429-44C4-971C-51032D36370B
175909;2021-03-31;Humanities and Social Sciences;Projektförderung 2017 April Abt. 1;8C772F57-CC63-4101-B9CE-5B99F0E8DA0A
175909;2021-03-31;Humanities and Social Sciences;Projektförderung 2017 April Abt. 1;E391EC10-A4CC-4630-9B3F-EE92FE81E4C3
188450;2023-10-31;Biology and Medicine;Projektförderung 2019 April Abt. 3;NA
151573;2017-10-31;Mathematics, Natural- and Engineering Sciences;NA;NA
184003;2020-11-30;Biology and Medicine;Early Postdoc.Mobility 2018 September;E516682E-DB3D-45D5-9226-4C6D94D7F6B1
184003;2020-11-30;Biology and Medicine;Early Postdoc.Mobility 2018 September;2128C53D-8E5D-4DD7-AA5D-EBE2FC3F6507
184003;2020-11-30;Biology and Medicine;Early Postdoc.Mobility 2018 September;06F936F0-EF11-4345-BEA1-DD2CC6C6D457
181271;2020-07-31;Humanities and Social Sciences;Early Postdoc.Mobility 2018 März;NA
164484;2018-03-31;Biology and Medicine;Marie Heim Vögtlin 2015;NA
164941;2017-11-30;Humanities and Social Sciences;Early Postdoc.Mobility 2015;NA
200189;2022-01-31;Mathematics, Natural- and Engineering Sciences;Doc.Mobility 2020 September;NA
167781;2018-02-28;Biology and Medicine;Rückkehr CH Advanced Postdoc.Mobility 2016;NA
165569;2020-11-30;Mathematics, Natural- and Engineering Sciences;Projektförderung 2015;NA
183215;2020-05-31;Humanities and Social Sciences;Digital Lives 2018;NA
175236;2018-02-28;Humanities and Social Sciences;Doc.Mobility 2017;NA
171902;2019-01-31;Biology and Medicine;Early Postdoc.Mobility 2016;9EA60210-3603-4BFA-A128-DF3BFD29AF19
157212;2018-09-30;Mathematics, Natural- and Engineering Sciences;Projektförderung 2014;NA
170976;2021-03-31;Interdisciplinary;Sinergia 2016;99DF70F1-5CE3-4036-B5B9-0365A563837A
170976;2021-03-31;Interdisciplinary;Sinergia 2016;930796C3-B545-4829-A744-651806D16DB4
203039;2022-08-31;Biology and Medicine;Postdoc.Mobility 2021 Februar;NA
159610;2018-12-31;Humanities and Social Sciences;Projektförderung 2014;NA
186760;2021-02-28;Mathematics, Natural- and Engineering Sciences;Postdoc.Mobility 2019 Februar;NA
169620;2021-05-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2016 April Abt. 2;5B907DB5-C85C-4B9E-BE71-818F15CDE917
191663;2022-06-30;Mathematics, Natural- and Engineering Sciences;Early Postdoc.Mobility 2019 September;NA
182672;2023-01-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2018 April Abt. 2;46DADDA5-4838-4F51-8613-A34910D32B03
181980;2023-07-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2018 April Abt. 2;NA
159293;2019-02-28;Humanities and Social Sciences;Projektförderung 2014;NA
178847;2020-09-30;Mathematics, Natural- and Engineering Sciences;Projektförderung 2017 Oktober Abt. 2;4996901E-773B-484D-9A79-D0744D6DD1D0
153268;2017-12-31;Humanities and Social Sciences;Projektförderung 2013 ;NA
156393;2017-11-30;Biology and Medicine;Projektförderung 2014;NA
165802;2019-09-30;Biology and Medicine;Projektförderung 2015;NA
162411;2020-01-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2015;NA
183918;2020-09-30;Biology and Medicine;Postdoc.Mobility 2018 August;NA
175755;2021-06-30;Mathematics, Natural- and Engineering Sciences;Projektförderung 2017 April Abt. 2;NA
179029;2022-12-31;Humanities and Social Sciences;Projektförderung 2017 Oktober Abt. 1;NA
194931;2021-08-31;Humanities and Social Sciences;Doc.Mobility 2020 März;NA
174750;2019-06-30;Biology and Medicine;Early Postdoc.Mobility 2017;NA
166035;2020-10-31;Humanities and Social Sciences;Projektförderung 2015;NA
175169;2019-11-30;Humanities and Social Sciences;Doc.CH 2017 März;NA
168460;2018-12-31;Biology and Medicine;Early Postdoc.Mobility 2016;NA
174650;2018-12-31;Humanities and Social Sciences;Doc.Mobility 2017;NA
165725;2018-06-30;Mathematics, Natural- and Engineering Sciences;Projektförderung 2015;NA
165793;2021-06-30;Humanities and Social Sciences;Projektförderung 2015;NA
170523;2021-07-31;Mathematics, Natural- and Engineering Sciences;SNF-Förderprofessuren Gesuch Stufe 2 2016;NA
184312;2019-10-31;Humanities and Social Sciences;Doc.Mobility 2018 September;NA
169696;2019-11-30;Mathematics, Natural- and Engineering Sciences;Projektförderung 2016 April Abt. 2;NA
196795;2021-10-31;Mathematics, Natural- and Engineering Sciences;Spark 2020 März;NA
181761;2022-08-31;Humanities and Social Sciences;Doc.CH 2018 März;NA
178112;2019-09-30;Biology and Medicine;Early Postdoc.Mobility 2017 September;NA
155891;2019-10-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2014;NA
165487;2019-03-31;Humanities and Social Sciences;Projektförderung 2015;NA
152578;2017-12-31;Biology and Medicine;NA;NA
169799;2020-07-31;Humanities and Social Sciences;Projektförderung 2016 April Abt. 1;NA
203152;2023-09-30;Mathematics, Natural- and Engineering Sciences;Postdoc.Mobility 2021 Februar;NA
156658;2019-10-31;Biology and Medicine;Projektförderung 2014;NA
163374;2018-12-31;Biology and Medicine;Projektförderung 2015;NA
166827;2022-04-30;Biology and Medicine;Investigator initiated clinical trials, Call 2015;NA
184114;2022-12-31;Biology and Medicine;ERA-NET BiodivERsA 2018;FF0E5285-4AF8-4525-96BE-19A4C6E385FF
184114;2022-12-31;Biology and Medicine;ERA-NET BiodivERsA 2018;6F6EBAE4-C213-44C1-89C4-F84432FC0257
184114;2022-12-31;Biology and Medicine;ERA-NET BiodivERsA 2018;486DB704-E2C2-4E7D-AF21-FFFF3DD35F8C
184114;2022-12-31;Biology and Medicine;ERA-NET BiodivERsA 2018;17C1699A-F6F3-4AA3-9DB8-1782E95464BB
172715;2021-11-30;Mathematics, Natural- and Engineering Sciences;Projektförderung 2016 Oktober Abt. 2;BF336FFA-61F6-40CE-A5E9-9C1DF63B1E89
172715;2021-11-30;Mathematics, Natural- and Engineering Sciences;Projektförderung 2016 Oktober Abt. 2;B62E8409-2794-4962-BAE7-84CFDA677A37
172715;2021-11-30;Mathematics, Natural- and Engineering Sciences;Projektförderung 2016 Oktober Abt. 2;78CE1048-D3CA-4D9B-8448-9004AAEE350F
183724;2021-10-31;Biology and Medicine;SNF-Förderprofessuren Fortsetzungsgesuche 2018 Jun;NA
146822;2017-12-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2012;NA
169133;2020-10-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2016 April Abt. 2;NA
199464;2022-07-31;Humanities and Social Sciences;Doc.Mobility 2020 September;NA
165956;2019-08-31;Biology and Medicine;Projektförderung 2015;NA
157026;2018-08-31;Humanities and Social Sciences;Projektförderung 2014;NA
171212;2018-08-31;Mathematics, Natural- and Engineering Sciences;Advanced Postdoc.Mobility 2016;NA
200210;2022-07-31;Humanities and Social Sciences;Doc.Mobility 2020 September;NA
156858;2017-12-31;Humanities and Social Sciences;Projektförderung 2014;NA
196641;2022-01-31;Biology and Medicine;Special Call on Coronaviruses 2020;NA
202907;2023-08-31;Humanities and Social Sciences;Postdoc.Mobility 2021 Februar;NA
168445;2018-02-28;Mathematics, Natural- and Engineering Sciences;Early Postdoc.Mobility 2016;NA
173243;2021-07-31;Biology and Medicine;Projektförderung 2016 Oktober Abt. 3;958DF18A-D591-4DC1-8DA9-3BF269779D1F
174063;2022-01-31;Biology and Medicine;Ambizione 2017;89D37466-E29C-4F82-AEAC-F54B001679AD
175350;2018-12-31;Humanities and Social Sciences;Bridge - Proof of Concept 2017 - March;NA
178315;2019-09-30;Biology and Medicine;Early Postdoc.Mobility 2017 September;NA
179277;2021-07-31;Biology and Medicine;Projektförderung 2017 Oktober Abt. 3;NA
191795;2021-08-31;Mathematics, Natural- and Engineering Sciences;Early Postdoc.Mobility 2019 September;0A0C9DED-84C9-4D30-89E1-2A8D60DA23E5
165046;2018-04-30;Mathematics, Natural- and Engineering Sciences;Early Postdoc.Mobility 2015;9231E1BA-5B14-40B0-83AA-226A01D31B28
165046;2018-04-30;Mathematics, Natural- and Engineering Sciences;Early Postdoc.Mobility 2015;767D4D64-D40D-46D4-8E11-3FF2F655636F
165046;2018-04-30;Mathematics, Natural- and Engineering Sciences;Early Postdoc.Mobility 2015;27CEC659-FD5D-4CBF-B0B9-C3EF1D89D0D4
165046;2018-04-30;Mathematics, Natural- and Engineering Sciences;Early Postdoc.Mobility 2015;1ECF0978-038F-4E4C-9DDC-5655E9B68762
165046;2018-04-30;Mathematics, Natural- and Engineering Sciences;Early Postdoc.Mobility 2015;B28B4921-1D1D-47FF-A637-2F7A6372A171
165046;2018-04-30;Mathematics, Natural- and Engineering Sciences;Early Postdoc.Mobility 2015;EFE91945-BE21-4A79-823E-DACFD399DC6D
165046;2018-04-30;Mathematics, Natural- and Engineering Sciences;Early Postdoc.Mobility 2015;EF788BB9-0715-4573-B8D4-7BD4E01AF772
172565;2020-08-31;Humanities and Social Sciences;NA;NA
188295;2021-06-30;Biology and Medicine;Early Postdoc.Mobility 2019 März;NA
172465;2019-12-31;Biology and Medicine;ERA-NET BiodivERsA 2015;NA
163335;2018-12-31;Biology and Medicine;Projektförderung 2015;NA
165480;2020-08-31;Humanities and Social Sciences;Projektförderung 2015;EE0EEFBF-13C9-40E5-AC9C-51BCC0FFD958
165480;2020-08-31;Humanities and Social Sciences;Projektförderung 2015;A358BCD0-2F93-4DA9-AC26-D28886952FCA
162130;2019-02-28;Mathematics, Natural- and Engineering Sciences;Korean-Swiss STP 2015;NA
181509;2020-08-31;Mathematics, Natural- and Engineering Sciences;Early Postdoc.Mobility 2018 März;NA
189171;2023-09-30;Biology and Medicine;Projektförderung 2019 April Abt. 3;NA
147630;2017-12-31;Biology and Medicine;Sinergia 2013 ;NA
171923;2018-07-31;Biology and Medicine;Early Postdoc.Mobility 2016;NA
171913;2018-07-31;Humanities and Social Sciences;Early Postdoc.Mobility 2016;NA
187200;2021-12-31;Biology and Medicine;SNF-Förderprofessuren Fortsetzungsgesuche 2019;NA
211806;2022-12-31;Biology and Medicine;keine Ausschreibung;NA
163916;2018-09-30;Mathematics, Natural- and Engineering Sciences;Leadinghouses Switzerland-Russia (STCPSR) 2015;NA
185108;2020-04-30;Biology and Medicine;Projektförderung 2018 Oktober Abt. 3;322862A8-61F1-4E07-BF73-8DD59AF76269
185108;2020-04-30;Biology and Medicine;Projektförderung 2018 Oktober Abt. 3;02E0C6BC-B823-4E14-B33E-E9FE0148ADC7
185108;2020-04-30;Biology and Medicine;Projektförderung 2018 Oktober Abt. 3;257742C8-0E57-4CC8-A069-A63D979DE0FF
170511;2021-08-31;Humanities and Social Sciences;SNF-Förderprofessuren Gesuch Stufe 2 2016;NA
178156;2019-08-31;Humanities and Social Sciences;Early Postdoc.Mobility 2017 September;NA
179978;2023-04-30;Mathematics, Natural- and Engineering Sciences;Ambizione 2017 November;NA
165941;2019-12-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2015;NA
183095;2021-01-31;Humanities and Social Sciences;Digital Lives 2018;NA
153633;2018-01-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2013 ;NA
172858;2021-12-31;Humanities and Social Sciences;Projektförderung 2016 Oktober Abt. 1;NA
196759;2021-11-30;Mathematics, Natural- and Engineering Sciences;Spark 2020 März;6A6C3D14-FC20-49D8-A2ED-2903795BD98E
168574;2018-05-31;Mathematics, Natural- and Engineering Sciences;Early Postdoc.Mobility 2016;3162056D-CBFA-4B1D-85E8-312952A52958
168574;2018-05-31;Mathematics, Natural- and Engineering Sciences;Early Postdoc.Mobility 2016;47AAEB7C-2BBD-4C2B-A090-C9651780F084
160024;2018-08-31;Humanities and Social Sciences;Projektförderung 2014;NA
150583;2018-09-30;Mathematics, Natural- and Engineering Sciences;Förderprofessuren Gesuch 2013;NA
167737;2018-01-31;Biology and Medicine;Advanced Postdoc.Mobility 2016;NA
162399;2019-12-31;Humanities and Social Sciences;Projektförderung 2015;NA
221770;2023-10-31;Biology and Medicine;IICT- PPI Preparatory Grant 2023;NA
166074;2021-06-30;Humanities and Social Sciences;Projektförderung 2015;NA
169066;2019-05-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2016 April Abt. 2;NA
166524;2021-03-31;Biology and Medicine;Projektförderung 2015;NA
178089;2019-08-31;Biology and Medicine;Early Postdoc.Mobility 2017 September;NA
167727;2017-12-31;Humanities and Social Sciences;Rückkehr CH Advanced Postdoc.Mobility 2016;NA
170084;2019-10-31;Biology and Medicine;Projektförderung 2016 April Abt. 3;NA
177857;2019-11-30;Mathematics, Natural- and Engineering Sciences;Rückkehr CH Advanced Postdoc.Mobility 2017;NA
210879;2023-09-30;Humanities and Social Sciences;Postdoc.Mobility 2022 Februar;NA
184307;2021-04-30;Mathematics, Natural- and Engineering Sciences;Early Postdoc.Mobility 2018 September;B5FBF615-CCBC-45F3-A727-D3E426646CDC
184307;2021-04-30;Mathematics, Natural- and Engineering Sciences;Early Postdoc.Mobility 2018 September;D543FFC9-00B1-4D29-827D-9016B8320AA9
184307;2021-04-30;Mathematics, Natural- and Engineering Sciences;Early Postdoc.Mobility 2018 September;267ED1F5-D57C-47F7-9E4A-FF7CF2C5F52F
194345;2022-02-28;Mathematics, Natural- and Engineering Sciences;Postdoc.Mobility 2020 Februar;NA
171331;2019-11-30;Biology and Medicine;Marie Heim Vögtlin 2016;NA
159874;2018-05-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2014;NA
176069;2021-01-31;Biology and Medicine;Projektförderung 2017 April Abt. 3;8C330345-995A-45D8-80AF-3F3FE182CCD5
176069;2021-01-31;Biology and Medicine;Projektförderung 2017 April Abt. 3;4F58E28E-88C9-4084-AD2E-AB68AF26D6C9
176069;2021-01-31;Biology and Medicine;Projektförderung 2017 April Abt. 3;9A81207C-D379-4305-A6B1-27ED5E1B5601
162481;2020-05-31;Humanities and Social Sciences;Projektförderung 2015;NA
178415;2019-12-31;Humanities and Social Sciences;Early Postdoc.Mobility 2017 September;NA
169499;2021-03-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2016 April Abt. 2;NA
175623;2022-06-30;Mathematics, Natural- and Engineering Sciences;Projektförderung 2017 April Abt. 2;NA
171255;2018-08-31;Humanities and Social Sciences;Marie Heim Vögtlin 2016;NA
177061;2022-09-30;Mathematics, Natural- and Engineering Sciences;COST;NA
168187;2020-03-31;Biology and Medicine;Ambizione 2016;3B4BD1A4-0546-4A48-91B4-C107C4E9B233
199449;2023-02-28;Mathematics, Natural- and Engineering Sciences;Early Postdoc.Mobility 2020 September;NA
183805;2020-01-31;Humanities and Social Sciences;Rückkehr CH Postdoc.Mobility 2018 August;NA
178610;2019-06-30;Biology and Medicine;Early Postdoc.Mobility 2017 September;NA
194319;2022-07-31;Humanities and Social Sciences;Postdoc.Mobility 2020 Februar;NA
160225;2018-10-31;Biology and Medicine;Projektförderung 2014;NA
173101;2021-07-31;Biology and Medicine;Projektförderung 2016 Oktober Abt. 3;NA
150640;2019-09-30;Mathematics, Natural- and Engineering Sciences;Förderprofessuren Gesuch 2013;0A826489-D361-44F9-910B-8D30B74F27DF
179527;2023-01-31;Biology and Medicine;Projektförderung 2017 Oktober Abt. 3;D7C68D23-8906-4BD6-914A-06D549FB98B3
171757;2018-01-31;Humanities and Social Sciences;Doc.Mobility 2016;NA
153297;2017-10-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2013 ;NA
179994;2022-12-31;Humanities and Social Sciences;Ambizione 2017 November;NA
168563;2018-06-30;Mathematics, Natural- and Engineering Sciences;Early Postdoc.Mobility 2016;NA
179342;2022-08-31;Biology and Medicine;Projektförderung 2017 Oktober Abt. 3;NA
177273;2022-12-31;Interdisciplinary;Sinergia 2017 Juni;NA
153571;2018-12-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2013 ;NA
149585;2017-10-31;Biology and Medicine;Projektförderung 2013 ;DF93B573-1224-477E-8F35-B75208BDB04D
156859;2018-05-31;Biology and Medicine;Projektförderung 2014;NA
182947;2023-10-31;Biology and Medicine;COST 2018;NA
169048;2021-01-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2016 April Abt. 2;67C43563-9785-4D25-B5C4-6C3A1B3C0F75
169048;2021-01-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2016 April Abt. 2;6D39366D-CA78-40F2-B998-7767A2656DF8
169048;2021-01-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2016 April Abt. 2;EA14EBEC-C9A5-4CBF-B932-ACDC6627D2C1
150508;2018-09-30;Humanities and Social Sciences;Förderprofessuren Gesuch 2013;NA
172925;2022-07-31;Biology and Medicine;Projektförderung 2016 Oktober Abt. 3;023BE79E-C9F3-48F8-873A-39A25F0FA886
172925;2022-07-31;Biology and Medicine;Projektförderung 2016 Oktober Abt. 3;BC6F4E8E-B8A3-4331-ADD0-77C865B2B982
187833;2021-04-30;Humanities and Social Sciences;Doc.Mobility 2019 März;NA
154251;2020-03-31;Humanities and Social Sciences;Projektförderung 2014;NA
174414;2020-11-30;Humanities and Social Sciences;Advanced Postdoc.Mobility 2017;1181C984-E7B3-4CD4-A93B-91484D6D557B
152987;2019-04-30;Humanities and Social Sciences;Projektförderung 2013 ;NA
191512;2022-03-31;Mathematics, Natural- and Engineering Sciences;Early Postdoc.Mobility 2019 September;NA
182687;2022-02-28;Humanities and Social Sciences;Projektförderung 2018 April Abt. 1;48B8C1D3-840B-4D0B-9457-CC7BEE2D5636
162697;2019-12-31;Humanities and Social Sciences;Projektförderung 2015;NA
175652;2022-09-30;Mathematics, Natural- and Engineering Sciences;Projektförderung 2017 April Abt. 2;82C88CCF-8AC5-4258-90B7-269B162EB039
188142;2021-05-31;Biology and Medicine;Early Postdoc.Mobility 2019 März;NA
156447;2017-12-31;Biology and Medicine;Indo Swiss Joint Research Programme (ISJRP) 2013;NA
160126;2019-05-31;Biology and Medicine;Projektförderung 2014;NA
208040;2023-07-31;Humanities and Social Sciences;Projektförderung 2021 Oktober Abt.1;NA
183714;2020-03-31;Humanities and Social Sciences;SNF-Förderprofessuren Fortsetzungsgesuche 2018 Jun;NA
152911;2018-03-31;Humanities and Social Sciences;Projektförderung 2013 ;NA
168173;2020-12-31;Biology and Medicine;Ambizione 2016;NA
177907;2018-06-30;Biology and Medicine;Advanced Postdoc.Mobility 2017;NA
182101;2022-05-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2018 April Abt. 2;NA
182376;2021-09-30;Humanities and Social Sciences;Projektförderung 2018 April Abt. 1;CB3BFFB8-0D6E-45B3-B0E3-234C728C6378
182376;2021-09-30;Humanities and Social Sciences;Projektförderung 2018 April Abt. 1;AB303245-7826-49F3-B838-4211888E4BBD
182376;2021-09-30;Humanities and Social Sciences;Projektförderung 2018 April Abt. 1;8C1FD3A5-6423-4DC3-A1E8-D7973AC0241C
182376;2021-09-30;Humanities and Social Sciences;Projektförderung 2018 April Abt. 1;6CFF9201-58F0-4262-9229-0D4AC16AE978
181759;2020-09-30;Mathematics, Natural- and Engineering Sciences;Early Postdoc.Mobility 2018 März;NA
169899;2021-09-30;Mathematics, Natural- and Engineering Sciences;Projektförderung 2016 April Abt. 2;NA
177839;2019-08-31;Mathematics, Natural- and Engineering Sciences;Advanced Postdoc.Mobility 2017;NA
