Number;EffectiveEndDate;MainDisciplineLevel1;CallTitle;OutputDataSetId
179400;2022-04-30;Biology and Medicine;Projektförderung 2017 Oktober Abt. 3;7649B9A9-8BA7-49E3-AA6C-4DC3B7F8C65D
179400;2022-04-30;Biology and Medicine;Projektförderung 2017 Oktober Abt. 3;106288CB-282D-49DF-94FC-7C8F9923FE45
179400;2022-04-30;Biology and Medicine;Projektförderung 2017 Oktober Abt. 3;A60858CA-10A0-44DB-8F51-80CBA8712F8C
179400;2022-04-30;Biology and Medicine;Projektförderung 2017 Oktober Abt. 3;CEC630C5-A327-4278-A7BA-81695044C36F
179400;2022-04-30;Biology and Medicine;Projektförderung 2017 Oktober Abt. 3;D405F9DB-7B98-4B7F-B318-976FD647FA06
179400;2022-04-30;Biology and Medicine;Projektförderung 2017 Oktober Abt. 3;F20EA5E1-2C8B-45FE-B08F-9B5019B948E3
179400;2022-04-30;Biology and Medicine;Projektförderung 2017 Oktober Abt. 3;621966C1-F07D-4E9A-8CF7-37FC6BE00873
179400;2022-04-30;Biology and Medicine;Projektförderung 2017 Oktober Abt. 3;9DB51BB7-EC88-4523-8738-38B7C4A48382
179400;2022-04-30;Biology and Medicine;Projektförderung 2017 Oktober Abt. 3;CE84B70F-4AD2-4E15-B37E-3A4E218FD03D
179400;2022-04-30;Biology and Medicine;Projektförderung 2017 Oktober Abt. 3;A1DDECBC-4484-4E49-A95F-4C3C2EBFB563
186999;2023-07-31;Mathematics, Natural- and Engineering Sciences;ERA-NET + EJP CHIST-ERA 2018;NA
189055;2023-08-31;Biology and Medicine;Projektförderung 2019 April Abt. 3;NA
173144;2019-05-31;Biology and Medicine;Projektförderung 2016 Oktober Abt. 3;NA
178625;2019-09-30;Humanities and Social Sciences;Early Postdoc.Mobility 2017 September;NA
169526;2020-06-30;Biology and Medicine;Projektförderung 2016 April Abt. 3;NA
183823;2020-06-30;Biology and Medicine;Postdoc.Mobility 2018 August;32A3AD48-E2C4-40D2-B762-B6C4A17F34BA
183823;2020-06-30;Biology and Medicine;Postdoc.Mobility 2018 August;E0D50F67-3567-4978-9093-42E60AD9CF1F
150683;2018-09-30;Biology and Medicine;Förderprofessuren Gesuch 2013;NA
171188;2020-12-31;Humanities and Social Sciences;r4d Social Conflicts Prolongation;9435AE79-BD8D-420C-AE60-1A5AC726BE5A
171188;2020-12-31;Humanities and Social Sciences;r4d Social Conflicts Prolongation;E502DBB8-7146-4815-9FAB-1D479650C1DF
171188;2020-12-31;Humanities and Social Sciences;r4d Social Conflicts Prolongation;A3CCE7FE-0753-4080-93C6-391410D40E74
171188;2020-12-31;Humanities and Social Sciences;r4d Social Conflicts Prolongation;E95FDBDD-AD51-42DA-975E-3AA7FC1B1EA1
171188;2020-12-31;Humanities and Social Sciences;r4d Social Conflicts Prolongation;CD9F77A2-9BE2-48BD-8C69-6E2CD78F622A
171188;2020-12-31;Humanities and Social Sciences;r4d Social Conflicts Prolongation;F952295D-F982-404B-B885-67ACB5D924E9
171188;2020-12-31;Humanities and Social Sciences;r4d Social Conflicts Prolongation;D94E7735-022F-462C-92F6-4427C43835CD
171188;2020-12-31;Humanities and Social Sciences;r4d Social Conflicts Prolongation;ADB8CC4F-F389-492C-BD2D-7B22B245CACA
171188;2020-12-31;Humanities and Social Sciences;r4d Social Conflicts Prolongation;F31FE643-E972-48DD-8E5F-AB634940A5F3
171188;2020-12-31;Humanities and Social Sciences;r4d Social Conflicts Prolongation;3CEC8B90-B740-4887-8117-95228CA24C44
171188;2020-12-31;Humanities and Social Sciences;r4d Social Conflicts Prolongation;12B7963A-0F50-499A-8615-B0C8E4721C18
171188;2020-12-31;Humanities and Social Sciences;r4d Social Conflicts Prolongation;7A775519-4B62-4D2B-96D8-CB1FF19F2D16
171188;2020-12-31;Humanities and Social Sciences;r4d Social Conflicts Prolongation;211DAA10-23BD-45B3-9559-ECDC08D6DED5
171188;2020-12-31;Humanities and Social Sciences;r4d Social Conflicts Prolongation;858079D5-2671-4A35-9A33-FFAEC78BFA42
171188;2020-12-31;Humanities and Social Sciences;r4d Social Conflicts Prolongation;68ECDBB5-2C9D-41A6-A729-63CF037A9C42
171188;2020-12-31;Humanities and Social Sciences;r4d Social Conflicts Prolongation;8D20337B-A063-4FF9-A64B-2C5A84C17D5A
171188;2020-12-31;Humanities and Social Sciences;r4d Social Conflicts Prolongation;22CBF660-04FA-4B37-AF51-2D1B3EA57DE5
171188;2020-12-31;Humanities and Social Sciences;r4d Social Conflicts Prolongation;A3B9B920-4464-4FB1-B200-BAF25A137E37
171188;2020-12-31;Humanities and Social Sciences;r4d Social Conflicts Prolongation;10FC7CD2-41F7-4658-B01D-E84EA72DB4FC
171188;2020-12-31;Humanities and Social Sciences;r4d Social Conflicts Prolongation;F0824198-FA4D-4804-8AFF-5D88873D373E
171188;2020-12-31;Humanities and Social Sciences;r4d Social Conflicts Prolongation;6EBC5436-4DC5-4638-9459-922D6B7B43F0
171188;2020-12-31;Humanities and Social Sciences;r4d Social Conflicts Prolongation;90550864-2D8F-4BD9-9E74-50BFA1435488
171188;2020-12-31;Humanities and Social Sciences;r4d Social Conflicts Prolongation;C7E846F3-99C3-49C6-AA3F-534125C2BE3E
171188;2020-12-31;Humanities and Social Sciences;r4d Social Conflicts Prolongation;B1CE0033-8F19-4E66-8F07-74D4FE3BA206
171188;2020-12-31;Humanities and Social Sciences;r4d Social Conflicts Prolongation;7549208C-0EAC-4642-9B5D-C41F1B27C8EA
171188;2020-12-31;Humanities and Social Sciences;r4d Social Conflicts Prolongation;865583F2-F8C0-4C01-902A-F3E5555A7B47
173852;2018-09-30;Humanities and Social Sciences;Bridge - Proof of Concept;NA
196298;2022-03-31;Mathematics, Natural- and Engineering Sciences;Spark 2020 Juni;NA
184133;2022-12-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2017 Oktober Abt. 2;NA
184384;2021-08-31;Humanities and Social Sciences;Early Postdoc.Mobility 2018 September;NA
164271;2018-12-31;Biology and Medicine;Projektförderung 2015;NA
181851;2019-07-31;Humanities and Social Sciences;Early Postdoc.Mobility 2018 März;NA
175676;2021-08-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2017 April Abt. 2;NA
157090;2018-02-28;Mathematics, Natural- and Engineering Sciences;Projektförderung 2014;NA
172940;2022-06-30;Mathematics, Natural- and Engineering Sciences;Projektförderung 2016 Oktober Abt. 2;NA
159227;2018-03-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2014;DDC6A606-DAE9-490F-BD67-EF57EFC90281
184781;2023-03-31;Biology and Medicine;Projektförderung 2018 Oktober Abt. 3;398F0ED1-F0F9-4417-B17B-3D8DE209DF85
184781;2023-03-31;Biology and Medicine;Projektförderung 2018 Oktober Abt. 3;49C22033-B721-4C9D-9835-41CEC3F2A31C
184781;2023-03-31;Biology and Medicine;Projektförderung 2018 Oktober Abt. 3;1C70BB9D-5914-4F4B-98BB-53D0715BD074
184781;2023-03-31;Biology and Medicine;Projektförderung 2018 Oktober Abt. 3;B2558F89-4783-4385-857D-F6068FE63712
184781;2023-03-31;Biology and Medicine;Projektförderung 2018 Oktober Abt. 3;124F7B8A-5715-4E09-A80D-5E193AB78F5F
184781;2023-03-31;Biology and Medicine;Projektförderung 2018 Oktober Abt. 3;3DC2BA9E-62BA-4371-81B8-F8AC0665607F
184781;2023-03-31;Biology and Medicine;Projektförderung 2018 Oktober Abt. 3;A55327C9-67DE-4F35-9737-FD295978576B
184781;2023-03-31;Biology and Medicine;Projektförderung 2018 Oktober Abt. 3;491A02E6-068E-426D-9AAB-6E9C65447E4C
184781;2023-03-31;Biology and Medicine;Projektförderung 2018 Oktober Abt. 3;FAA663FD-EF0A-4E44-A750-02D6F71BF0F5
153200;2018-03-31;Biology and Medicine;Projektförderung 2013 ;NA
184614;2023-08-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2018 Oktober Abt. 2;21FA26DF-7F50-4A52-903F-A0C8F7F2788C
184614;2023-08-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2018 Oktober Abt. 2;27806522-484D-4B01-A0CB-2CC89F0F63E8
184614;2023-08-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2018 Oktober Abt. 2;51FD92DA-8C50-45D5-ADCC-929C371AED1B
184614;2023-08-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2018 Oktober Abt. 2;C2390FBC-E8F8-45C5-A281-C747358250AA
184614;2023-08-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2018 Oktober Abt. 2;B94EB885-AE08-4B2C-A975-DD0CF718B9B1
191672;2021-08-31;Mathematics, Natural- and Engineering Sciences;Early Postdoc.Mobility 2019 September;NA
166580;2019-03-31;Biology and Medicine;Projektförderung 2015;NA
168016;2020-12-31;Mathematics, Natural- and Engineering Sciences;Ambizione 2016;NA
191405;2022-04-30;Humanities and Social Sciences;Doc.Mobility 2019 September;NA
163302;2018-09-30;Biology and Medicine;Projektförderung 2015;NA
160545;2018-12-31;Biology and Medicine;SCOPES Institutional Partnerships 2014;NA
177393;2022-12-31;Humanities and Social Sciences;NFP 76: Gesuch 2018;NA
171065;2020-02-29;Humanities and Social Sciences;Leadinghouses - Swiss Japan;NA
183909;2021-04-30;Biology and Medicine;Postdoc.Mobility 2018 August;NA
171937;2017-12-31;Humanities and Social Sciences;Doc.Mobility 2016;NA
163486;2019-09-30;Humanities and Social Sciences;Projektförderung 2015;NA
171352;2019-04-30;Biology and Medicine;Marie Heim Vögtlin 2016;NA
174775;2019-06-30;Humanities and Social Sciences;Early Postdoc.Mobility 2017;NA
174342;2019-02-28;Biology and Medicine;Advanced Postdoc.Mobility 2017;NA
199856;2023-04-30;Mathematics, Natural- and Engineering Sciences;Early Postdoc.Mobility 2020 September;NA
169260;2022-05-31;Biology and Medicine;Projektförderung 2016 April Abt. 3;NA
171946;2018-01-31;Humanities and Social Sciences;Doc.Mobility 2016;NA
185371;2022-03-31;Biology and Medicine;Excellence grant 2018 Oktober;NA
164223;2018-08-31;Biology and Medicine;MD-PhD-Programm 2015;NA
166060;2019-01-31;Humanities and Social Sciences;Projektförderung 2015;89D34849-4242-4F68-81D0-59AD188A3E72
153579;2018-08-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2013 ;NA
180828;2020-12-31;Biology and Medicine;Postdoc.Mobility 2018 Februar;NA
152008;2018-10-31;Humanities and Social Sciences;Doc.CH 2013;NA
174979;2018-06-30;Biology and Medicine;Early Postdoc.Mobility 2017;NA
174009;2022-06-30;Mathematics, Natural- and Engineering Sciences;Ambizione 2017;NA
179399;2022-03-31;Biology and Medicine;Projektförderung 2017 Oktober Abt. 3;96C5ED9D-107F-425A-B126-5CB6A5196911
179399;2022-03-31;Biology and Medicine;Projektförderung 2017 Oktober Abt. 3;5A9242BA-B45A-443C-AFFE-DC22B2CE2E56
153451;2018-06-30;Mathematics, Natural- and Engineering Sciences;Projektförderung 2013 ;NA
157245;2018-03-31;Mathematics, Natural- and Engineering Sciences;Sino-Swiss Science and Technology Coop. (SSSTC) 20;NA
195863;2022-05-31;Mathematics, Natural- and Engineering Sciences;Spark 2020 März;C9CB29CE-ED71-45E1-B95C-439984D6738C
199841;2022-01-31;Biology and Medicine;Early Postdoc.Mobility 2020 September;NA
165055;2017-10-31;Biology and Medicine;Early Postdoc.Mobility 2015;NA
149864;2019-03-31;Humanities and Social Sciences;Projektförderung 2013 ;NA
182484;2023-06-30;Biology and Medicine;Projektförderung 2018 April Abt. 3;NA
221726;2023-10-31;Biology and Medicine;IICT- PPI Preparatory Grant 2023;NA
175241;2018-01-31;Mathematics, Natural- and Engineering Sciences;Doc.Mobility 2017;NA
184267;2020-01-31;Mathematics, Natural- and Engineering Sciences;Early Postdoc.Mobility 2018 September;12ECD672-E431-4898-8A9B-5D40B34716D5
184267;2020-01-31;Mathematics, Natural- and Engineering Sciences;Early Postdoc.Mobility 2018 September;A7306207-093E-4952-9F81-92CDA244E0B6
184267;2020-01-31;Mathematics, Natural- and Engineering Sciences;Early Postdoc.Mobility 2018 September;4F17641D-086E-4D58-B248-B02D54CC4829
162430;2019-03-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2015;NA
188236;2021-08-31;Humanities and Social Sciences;Doc.Mobility 2019 März;NA
169266;2020-04-30;Humanities and Social Sciences;Projektförderung 2016 April Abt. 1;NA
191478;2021-12-31;Mathematics, Natural- and Engineering Sciences;Early Postdoc.Mobility 2019 September;NA
166050;2021-08-31;Humanities and Social Sciences;Projektförderung 2015;NA
179310;2022-04-30;Biology and Medicine;Projektförderung 2017 Oktober Abt. 3;NA
183723;2021-08-31;Biology and Medicine;SNF-Förderprofessuren Fortsetzungsgesuche 2018 Jun;NA
194359;2022-08-31;Mathematics, Natural- and Engineering Sciences;Postdoc.Mobility 2020 Februar;504E6E82-5CF9-4E2C-A65D-1AB17F5BF121
194359;2022-08-31;Mathematics, Natural- and Engineering Sciences;Postdoc.Mobility 2020 Februar;3A71F2F1-147F-4010-A189-968ED021DECA
194359;2022-08-31;Mathematics, Natural- and Engineering Sciences;Postdoc.Mobility 2020 Februar;A643CBED-2643-41E5-BDED-259BFDFBBBAD
195095;2020-12-31;Humanities and Social Sciences;Doc.Mobility 2020 März;NA
203207;2023-08-31;Mathematics, Natural- and Engineering Sciences;Postdoc.Mobility 2021 Februar;AA8F6264-E00E-449B-B0B7-FA04E673E177
203207;2023-08-31;Mathematics, Natural- and Engineering Sciences;Postdoc.Mobility 2021 Februar;7895FA72-EE7F-4316-98DD-69D356621F14
156507;2018-03-31;Humanities and Social Sciences;Projektförderung 2014;NA
190774;2021-07-31;Biology and Medicine;Spark 2019 Juli;NA
173711;2021-09-30;Interdisciplinary;Sinergia 2016;NA
173159;2022-06-30;Humanities and Social Sciences;Projektförderung 2016 Oktober Abt. 1;NA
164904;2018-08-31;Mathematics, Natural- and Engineering Sciences;Early Postdoc.Mobility 2015;NA
164478;2018-01-31;Humanities and Social Sciences;Marie Heim Vögtlin 2015;NA
168972;2018-02-28;Biology and Medicine;Early Postdoc.Mobility 2016;8155F136-ADD6-4096-8D63-3E818C032676
168972;2018-02-28;Biology and Medicine;Early Postdoc.Mobility 2016;0EFAC75B-2BF8-41C2-8D9A-89E22B2FBDC6
179294;2021-05-31;Biology and Medicine;Projektförderung 2017 Oktober Abt. 3;NA
198704;2022-05-31;Mathematics, Natural- and Engineering Sciences;Bridge - Proof of Concept 2020 June;NA
172383;2021-11-30;Mathematics, Natural- and Engineering Sciences;NFP 73: Gesuch 2017;F1459A57-3A2F-4735-8D72-C1AD43C4A5F5
178540;2021-02-28;Biology and Medicine;Early Postdoc.Mobility 2017 September;NA
156270;2018-12-31;Biology and Medicine;Projektförderung 2014;NA
175192;2018-12-31;Biology and Medicine;Bridge - Proof of Concept 2017 - March;4ED4057C-5686-42F1-8F9C-F1D3E1B45CC0
175192;2018-12-31;Biology and Medicine;Bridge - Proof of Concept 2017 - March;07D3E15F-E2CA-4A6E-B197-167BF6DA17D2
182360;2023-01-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2018 April Abt. 2;NA
195003;2021-08-31;Humanities and Social Sciences;Doc.Mobility 2020 März;NA
168747;2018-03-31;Mathematics, Natural- and Engineering Sciences;Early Postdoc.Mobility 2016;NA
184999;2023-08-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2018 Oktober Abt. 2;A7A89F29-36C3-4542-A9BF-21AC89052B92
184999;2023-08-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2018 Oktober Abt. 2;BB40DA2A-52E8-4839-A591-3CE160CB813E
175796;2020-12-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2017 April Abt. 2;66887DFF-4780-4334-9C14-E1DFBAD8BD40
171140;2020-01-31;Biology and Medicine;MD-PhD-Programm 2016;NA
165176;2017-10-31;Mathematics, Natural- and Engineering Sciences;Early Postdoc.Mobility 2015;95A83DCC-995F-447D-8C92-289133BA1598
165770;2020-07-31;Humanities and Social Sciences;Projektförderung 2015;NA
171770;2018-06-30;Mathematics, Natural- and Engineering Sciences;Early Postdoc.Mobility 2016;NA
174785;2018-12-31;Biology and Medicine;Early Postdoc.Mobility 2017;NA
190647;2021-03-31;Biology and Medicine;Spark 2019 Juli;NA
153442;2017-12-31;Biology and Medicine;Projektförderung 2013 ;NA
177818;2019-01-31;Biology and Medicine;Rückkehr CH Advanced Postdoc.Mobility 2017;NA
190663;2020-11-30;Mathematics, Natural- and Engineering Sciences;Spark 2019 Juli;NA
163071;2019-03-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2015;NA
182364;2023-10-31;Humanities and Social Sciences;Projektförderung 2018 April Abt. 1;NA
182490;2022-12-31;Biology and Medicine;Projektförderung 2018 April Abt. 3;BA23CA28-9CAD-4004-B655-8E14818A9DC0
182490;2022-12-31;Biology and Medicine;Projektförderung 2018 April Abt. 3;FAF7E9B5-7A79-4BBF-A6EE-8F09ABED4230
182490;2022-12-31;Biology and Medicine;Projektförderung 2018 April Abt. 3;E6618934-C8F7-4285-965D-C27BFDC285DE
182490;2022-12-31;Biology and Medicine;Projektförderung 2018 April Abt. 3;55F170C1-09AF-4E73-A030-F3114D78FFEA
182490;2022-12-31;Biology and Medicine;Projektförderung 2018 April Abt. 3;0EE8B75E-FD0B-4288-A936-C8D7ED6C200B
182490;2022-12-31;Biology and Medicine;Projektförderung 2018 April Abt. 3;3B0152DB-D04A-477F-981F-D18D9A7EC29D
182490;2022-12-31;Biology and Medicine;Projektförderung 2018 April Abt. 3;3785F17E-1012-4729-A182-FF83F7906916
182490;2022-12-31;Biology and Medicine;Projektförderung 2018 April Abt. 3;1B8E50BF-C60B-4440-8B7B-26DF39F79A17
199261;2022-08-31;Biology and Medicine;Postdoc.Mobility 2020 August;NA
170814;2017-12-31;Mathematics, Natural- and Engineering Sciences;NFP 68: Forschungsphase 2 2015;NA
162684;2019-09-30;Humanities and Social Sciences;Projektförderung 2015;NA
174718;2018-09-30;Mathematics, Natural- and Engineering Sciences;Early Postdoc.Mobility 2017;NA
169531;2022-01-31;Biology and Medicine;Projektförderung 2016 April Abt. 3;8BB7EC06-76E1-4AC2-8B76-D5FF181BB3FE
169531;2022-01-31;Biology and Medicine;Projektförderung 2016 April Abt. 3;6FE6FFCA-8BF2-4A58-A05A-0A38F8B521F3
169531;2022-01-31;Biology and Medicine;Projektförderung 2016 April Abt. 3;6264BCB2-8303-44B5-9DFD-3206D9182BFB
169531;2022-01-31;Biology and Medicine;Projektförderung 2016 April Abt. 3;77CAFD8B-6988-43C2-8A4F-1BB795EBDBCB
165559;2019-04-30;Mathematics, Natural- and Engineering Sciences;Projektförderung 2015;30325E93-EF73-4413-98A2-DD7F15402BEA
166855;2022-03-31;Biology and Medicine;Investigator initiated clinical trials, Call 2015;NA
155472;2018-08-31;Humanities and Social Sciences;Doc.CH 2014;NA
182438;2023-03-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2018 April Abt. 2;0FF610C4-7B33-4ADC-BD1A-41EF0B22BCB3
182438;2023-03-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2018 April Abt. 2;71CFE76C-1B76-4156-85D9-D32FB41FAAAF
182438;2023-03-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2018 April Abt. 2;A7C9EF82-FD42-45B6-A002-3AF59D4BA23A
182438;2023-03-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2018 April Abt. 2;F3EAE757-0F58-43B4-8D76-266CB328B5EB
178569;2020-05-31;Mathematics, Natural- and Engineering Sciences;Early Postdoc.Mobility 2017 September;NA
178887;2022-02-28;Humanities and Social Sciences;Projektförderung 2017 Oktober Abt. 1;NA
191255;2021-08-31;Biology and Medicine;Early Postdoc.Mobility 2019 September;NA
192293;2023-05-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2019 Oktober Abt. 2;7B935926-32A2-4CEF-B024-3DD212FB25FB
192293;2023-05-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2019 Oktober Abt. 2;E0EC6C50-29BC-4982-8A0F-519A3D4B76E3
192293;2023-05-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2019 Oktober Abt. 2;136441F5-F814-4503-B247-74B0FAF3756D
192293;2023-05-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2019 Oktober Abt. 2;424CED12-8B3E-4C1A-B578-8F081D669B87
192293;2023-05-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2019 Oktober Abt. 2;9F5C3DE6-3D3C-431C-A4E8-F20F9C7844FC
154310;2018-07-31;Mathematics, Natural- and Engineering Sciences;ERAfrica 2013;NA
169994;2018-12-31;Humanities and Social Sciences;Projektförderung 2016 April Abt. 1;NA
155923;2018-10-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2014;NA
178961;2022-11-30;Humanities and Social Sciences;Projektförderung 2017 Oktober Abt. 1;NA
172075;2021-09-30;Humanities and Social Sciences;Doc.CH 2016 September;NA
207079;2023-01-31;Mathematics, Natural- and Engineering Sciences;Bridge - Proof of Concept 2021 September;NA
172166;2018-12-31;Mathematics, Natural- and Engineering Sciences;Early Postdoc.Mobility 2016;NA
154911;2019-01-31;Humanities and Social Sciences;Ambizione 2014;F182857C-9286-4220-BD3D-8F9052AF9697
154911;2019-01-31;Humanities and Social Sciences;Ambizione 2014;4A9A3885-32BC-4880-809D-9F37BF900F4F
154911;2019-01-31;Humanities and Social Sciences;Ambizione 2014;DFF62041-C851-4939-94C9-2E928F2479CB
154911;2019-01-31;Humanities and Social Sciences;Ambizione 2014;50A770F4-4A5C-4788-B13C-B5247DA635C5
154911;2019-01-31;Humanities and Social Sciences;Ambizione 2014;87B0D783-16A9-4275-9A35-D1A2D5F92C9C
154911;2019-01-31;Humanities and Social Sciences;Ambizione 2014;9BA88F15-27F6-471F-BE5E-023668597617
154911;2019-01-31;Humanities and Social Sciences;Ambizione 2014;367ECBD4-6A6A-465B-BEFF-171A1FF6616C
154911;2019-01-31;Humanities and Social Sciences;Ambizione 2014;A7D5FF8D-3350-402E-A47B-4308EA70AA49
147129;2018-09-30;Humanities and Social Sciences;Projektförderung 2012;NA
160451;2018-10-31;Mathematics, Natural- and Engineering Sciences;SCOPES Institutional Partnerships 2014;NA
182049;2022-04-30;Mathematics, Natural- and Engineering Sciences;Projektförderung 2018 April Abt. 2;3935E365-4648-4389-9EFF-A6E2A381AFBC
175727;2019-09-30;Mathematics, Natural- and Engineering Sciences;Projektförderung 2017 April Abt. 2;NA
174724;2020-02-29;Humanities and Social Sciences;Early Postdoc.Mobility 2017;NA
172206;2019-02-28;Mathematics, Natural- and Engineering Sciences;Early Postdoc.Mobility 2016;3C8F0CF8-3C06-4C64-A792-C305D59E618B
181258;2020-12-31;Humanities and Social Sciences;Early Postdoc.Mobility 2018 März;NA
165908;2019-03-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2015;NA
184092;2020-08-31;Humanities and Social Sciences;Doc.Mobility 2018 September;NA
148985;2018-07-31;Humanities and Social Sciences;Doc.CH 2013;NA
178532;2020-08-31;Mathematics, Natural- and Engineering Sciences;Early Postdoc.Mobility 2017 September;NA
168474;2018-08-31;Mathematics, Natural- and Engineering Sciences;Early Postdoc.Mobility 2016;NA
199598;2023-11-30;Mathematics, Natural- and Engineering Sciences;Early Postdoc.Mobility 2020 September;NA
177381;2021-02-28;Biology and Medicine;NFP 72: Second Call 2017;NA
171464;2018-06-30;Humanities and Social Sciences;Advanced Postdoc.Mobility 2016;NA
172683;2020-06-30;Humanities and Social Sciences;Projektförderung 2016 Oktober Abt. 1;NA
179000;2022-08-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2017 Oktober Abt. 2;NA
175092;2019-05-31;Mathematics, Natural- and Engineering Sciences;Early Postdoc.Mobility 2017;NA
184047;2021-01-31;Mathematics, Natural- and Engineering Sciences;Early Postdoc.Mobility 2018 September;NA
171714;2018-02-28;Humanities and Social Sciences;Doc.Mobility 2016;NA
196440;2022-05-31;Mathematics, Natural- and Engineering Sciences;Special Call on Coronaviruses 2020;NA
173078;2021-11-30;Biology and Medicine;Projektförderung 2016 Oktober Abt. 3;2C940EB2-EEDB-43F2-9C64-7345BBF167FA
173078;2021-11-30;Biology and Medicine;Projektförderung 2016 Oktober Abt. 3;90BD94ED-33D8-4E15-94A0-892C8963E09C
173078;2021-11-30;Biology and Medicine;Projektförderung 2016 Oktober Abt. 3;926D0922-520C-47CF-B705-8795385B6105
173078;2021-11-30;Biology and Medicine;Projektförderung 2016 Oktober Abt. 3;31F97D9B-0DEA-41E7-BB23-880EBB12713F
173078;2021-11-30;Biology and Medicine;Projektförderung 2016 Oktober Abt. 3;738DE2B9-FADA-4C0B-B17F-FD8C2FE2C8F5
173078;2021-11-30;Biology and Medicine;Projektförderung 2016 Oktober Abt. 3;8089BC9E-3639-4388-99A0-9CF3A450F43C
162657;2018-09-30;Mathematics, Natural- and Engineering Sciences;Projektförderung 2015;NA
188869;2023-10-31;Humanities and Social Sciences;Projektförderung 2019 April Abt. 1;NA
181810;2020-02-29;Mathematics, Natural- and Engineering Sciences;Early Postdoc.Mobility 2018 März;NA
197794;2023-09-30;Biology and Medicine;Projektförderung 2020 April Abt. 3;NA
191703;2021-08-31;Biology and Medicine;Early Postdoc.Mobility 2019 September;NA
185260;2023-09-30;Biology and Medicine;Projektförderung 2018 Oktober Abt. 3;1C040B01-8210-4A0F-BDAE-CFD932E552F2
175565;2022-06-30;Biology and Medicine;Projektförderung 2017 April Abt. 3;NA
190298;2021-10-31;Mathematics, Natural- and Engineering Sciences;Spark 2019 Juli;AD68FD8E-1134-406D-8907-736374DC74CC
156055;2019-01-31;Humanities and Social Sciences;Projektförderung 2014;NA
199741;2023-03-31;Mathematics, Natural- and Engineering Sciences;Early Postdoc.Mobility 2020 September;NA
169393;2021-10-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2016 April Abt. 2;NA
153314;2018-03-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2013 ;NA
178131;2019-10-31;Biology and Medicine;Early Postdoc.Mobility 2017 September;38042A24-27E3-4687-8AF3-1DD6DA11B0A9
178131;2019-10-31;Biology and Medicine;Early Postdoc.Mobility 2017 September;E922864B-6B53-4CFF-B777-CFAEF286E7D1
178131;2019-10-31;Biology and Medicine;Early Postdoc.Mobility 2017 September;881504DF-06A0-45A5-88C9-47A8576A9C9D
188470;2023-09-30;Biology and Medicine;Projektförderung 2019 April Abt. 3;NA
190073;2021-03-31;Biology and Medicine;SNF-Förderungsprofessuren: Fortsetzgsg. 2019 Juli;NA
172207;2018-06-30;Mathematics, Natural- and Engineering Sciences;Early Postdoc.Mobility 2016;NA
196313;2021-08-31;Biology and Medicine;Spark 2020 März;NA
177672;2019-08-31;Humanities and Social Sciences;Advanced Postdoc.Mobility 2017;NA
173344;2023-05-31;Humanities and Social Sciences;Projektförderung 2016 Oktober Abt. 1;NA
163384;2019-06-30;Biology and Medicine;Projektförderung 2015;NA
179426;2023-02-28;Humanities and Social Sciences;Projektförderung 2017 Oktober Abt. 1;NA
206819;2023-02-28;Biology and Medicine;Postdoc.Mobility 2021 August;NA
199183;2022-07-31;Humanities and Social Sciences;Rückkehr CH Postdoc.Mobility 2020 August;NA
203008;2022-12-31;Biology and Medicine;Postdoc.Mobility 2021 Februar;NA
165465;2019-01-31;Humanities and Social Sciences;Doc.CH 2015;91672FAF-59AD-4507-8177-F55D2DAAE3AD
165465;2019-01-31;Humanities and Social Sciences;Doc.CH 2015;0F9C9FEC-B2CA-4267-B06C-014C6660420B
168538;2021-02-28;Humanities and Social Sciences;Doc.CH 2016 März;NA
178493;2020-02-29;Mathematics, Natural- and Engineering Sciences;Early Postdoc.Mobility 2017 September;NA
